編號,設施地點（戶外或室內）,名稱,行政區,地址,經度,緯度,市話,分機,手機,其他聯絡方式,開放時間,電風扇,冷氣,廁所,座位,飲水設施（例如：飲水機；直飲台；奉茶點等）,無障礙座位,其他特色及亮點,備註
415,室內,永吉市場,信義區,永吉路278巷1弄30號,121.57624,25.04501,(02)27582836,,,,6:00-12:00,Y,N,Y,N,N,N,,
416,室內,永春市場,信義區,松山路294號,121.57791,25.04321,(02)27695123,,,,7:00-18:00,Y,Y,Y,N,N,N,,
417,室內,光復市場,信義區,仁愛路四段496巷19號,121.56086,25.03654,(02)27586054,,,,6:00-12:00,N,Y,Y,N,N,N,,
418,室內,信義區行政中心,信義區,福德街86號9樓,121.58197,25.037222,(02)27239777,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
419,室內,信義公民會館,信義區,松勤街52號,121.561943,25.031506,(02)27237937,,,,"週二至週日9:00-17:00
(週一及國定假日休館)", ,Y,Y,Y,Y, ,,
420,室內,圖書館永春分館,信義區,松山路294號3-4樓,121.5774339,25.04405543,(02)27609730,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
421,室內,圖書館三興分館,信義區,吳興街156巷6號4-5樓,121.56111,25.02919,(02)87321063,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
422,室內,圖書館六合分館,信義區,松仁路240巷19號3-5樓,121.5687998,25.02448425,(02)27292485,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
423,室內,圖書館廣慈分館,信義區,信義區福德街86號3-4樓,121.582304,25.037883,(02)27277872,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",N,Y,Y,Y,Y,Y,地下室為廣慈信義行政中心停車場，有汽機車位，另有身心障礙專用車位與婦幼車位,國定假日、每月第一個星期四為休館日
424,戶外,廣慈社會住宅1區公共空間,信義區,大道路108號,121.5824,25.03944,(02)25925116,,,,24小時,N,N,N,N,N,N,,
425,戶外,廣慈社會住宅2區公共空間,信義區,福德街84巷50號,121.5814,25.03891,(02)25925116,,,,24小時,N,N,N,N,N,N,,
426,戶外,廣慈社會住宅3區公共空間,信義區,福德街84巷30號,121.5817,25.03848,(02)25925116,,,,24小時,N,N,N,N,N,N,,
427,室內,健康暨體適能便利站專區,信義區,褔德街86號11樓,121.5821623,25.03799323,(02)27234598,,,,8:30-17:30,Y,Y,Y,Y,Y,N,檢測及衛教專區,
428,室內,聯合醫院信義門診部,信義區,大道路116號,121.582995,25.038746,(02)87804152,,,,8:30-16:30,N,Y,Y,Y,Y,Y,,"星期六
am08:30~
am11:30"
429,室內,信義運動中心,信義區,松勤街100號,121.5667674,25.03170011,(02)87861911,,,,6:00-22:00,Y,Y,Y,Y,Y,Y,,
430,室內,永春活力館,信義區,松山路342巷13號1樓,121.5770875,25.04135648,(02)27565819,,,,9:00-21:00,N,Y,Y,N,Y,N,,
431,戶外,南港公園,南港區,東新街170之1號,121.59212,25.04566,(02)27853819,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
432,戶外,南港公園-遊戲場,南港區,東新街170-1號,121.59212,25.04566,(02)27853819,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
433,戶外,中研公園-遊戲場,南港區,研究路2段12巷58弄,121.61306,25.04669,(02)27853819,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
434,戶外,新新公園-遊戲場,南港區,南港路三段109巷南側,121.589953,25.051372,(02)27853819,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
435,戶外,玉成公園-遊戲場,南港區,中坡南路55號,121.58577,25.04276,(02)27853819,,,,24小時,N,N,Y,Y,Y,Y,公園內設有戲水設施(水拱環、水道、島礁),直飲台
436,戶外,聯成公園-遊戲場,南港區,忠孝東路六段250巷1弄,121.58869,25.04836,(02)27853819,,,,24小時,N,N,N,Y,N,Y,,
437,戶外,東坡公園-遊戲場,南港區,東新街170巷5號後側,121.593694,25.045072,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
438,戶外,萬福公園-遊戲場,南港區,忠孝東路六段70巷10號對面,121.58445,25.04627,(02)27853819,,,,24小時,N,N,N,Y,N,Y,,
439,戶外,百福公園-遊戲場,南港區,福德街309巷19號對面,121.58803,25.03881,(02)27853819,,,,24小時,N,N,N,Y,N,Y,,
440,戶外,新勝公園-遊戲場,南港區,昆陽街152巷33號,121.59319,25.04884,(02)27853819,,,,24小時,N,N,N,Y,N,Y,,
441,戶外,合樂公園-遊戲場,南港區,玉成街,121.5817,25.04853,(02)27853819,,,,24小時,N,N,N,Y,N,Y,,
442,戶外,三重世貿公園-遊戲場,南港區,經貿二路106巷,121.61559,25.05806,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
443,室內,臺北流行音樂中心文化館,南港區,忠孝東路七段99號,121.6,25.598,(02)27886620,,,,每週二–週日，10:00-18:00,N,Y,Y,Y,Y,N,,週一休館
444,戶外,臺北流行音樂中心戶外表演空間,南港區,市民大道八段99號 ,"121°35'55.2""E
","25°03'05.8""N",(02)27886620,,,,每日07:00-22:00,N,N,Y,N,Y,N,戶外廣場,廣場開放時間每日07:00-22:00
445,室內,中研市場,南港區,研究院路二段70巷12號,121.61492,25.04577,(02)27823222,,,,6:00-13:00,N,Y,Y,N,Y,N,,
446,室內,成德市場,南港區,同德路100號1樓,121.58687,25.04634,(02)27852884,,,,6:00-14:00,Y,Y,Y,N,N,N,,
447,室內,南港區行政中心,南港區,南港路一段360號2樓、8樓,121.60673,25.05469,(02)27831343,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
448,室內,北原會館1樓交誼廳,南港區,向陽路49號,121.59447,25.05404,(02)27828740,,,,"周一~周五9:00-21:00
週六日
9:00-17:00",Y,Y,Y,Y,Y,N,,
449,室內,圖書館南港分館,南港區,南港路一段350號1-3樓,121.6080457,25.05512113,(02)27825232,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
450,室內,圖書館舊莊分館,南港區,舊莊街一段91巷11號2-5樓,121.61946,25.04148,(02)27837212,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
451,室內,龍華民眾閱覽室,南港區,東新街63巷8號1-2樓,121.5870298,25.04779898,(02)27851740,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
452,室內,親子美育數位館,南港區,研究院路二段61巷15號,121.617248,25.044633,(02)26518163,,,,"週一~週日:
9:00-17:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
453,室內,南港茶葉製造示範場,南港區,臺北市南港區舊莊街2段336號,121.66403,25.027424,(02)26548026,,,,"
周二至周日
9:00-17:00
(春節除夕、初一公休)
","Y
(部分區域)",N,Y,Y,Y,N,,
454,戶外,東明社會住宅公共空間,南港區,南港路二段60巷17號,121.6039,25.05435,(02)25925116,,,,24小時,N,N,N,N,N,N,,
455,戶外,中南社會住宅公共空間,南港區,舊莊街一段3巷42號,121.619,25.04282,(02)25925116,,,,24小時,N,N,N,N,N,N,,
456,戶外,小彎社會住宅公共空間,南港區,向陽路248號,121.5936,25.05763,(02)25925116,,,,24小時,N,N,N,N,N,N,,
457,室內,南港運動中心,南港區,玉成街69號,121.5819072,25.04900706,(02)26532279,,,,6:00-22:00,Y,Y,Y,Y,Y,N,,
458,室內,極限運動訓練中心,南港區,忠孝東路七段382號,121.6073838,25.05211337,(02)27890001,,,,9:00-21:00,N,Y,Y,Y,Y,Y,,
459,戶外,青年公園,萬華區,水源路199號,121.5052476,25.02302471,(02)23032451,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
460,戶外,青年公園-遊戲場,萬華區,水源路199號,121.5052476,25.02302471,(02)23032451,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
461,戶外,和平青草園,萬華區,西園路一段與艋舺大道交叉口,121.4972192,25.03271569,(02)23032451,,,,24小時,N,N,Y,Y,Y,N,,直飲台
462,戶外,老松公園-遊戲場,萬華區,桂林路65巷,121.5028672,25.038552,(02)23032451,,,,24小時,N,N,Y,Y,Y,N,,直飲台
463,戶外,青山公園,萬華區,華西街8號旁,121.4983185,25.03942588,(02)23032451,,,,24小時,N,N,Y,Y,Y,N,,直飲台
464,戶外,華中露營場風雨廣場-薄膜涼亭,萬華區,萬大路底華中河濱公園,121.497207,25.014164,(02)23087318,,,,24小時,N,N,Y,Y,N,N,,
465,室內,青年公園綠化教室,萬華區,水源路199號,121.5070731,25.0223341,(02)23032451,,,,8:00-17:00,Y,Y,Y,Y,Y,N,,飲水機
466,室內,青年公園棋藝區,萬華區,水源路199號,121.5066555,25.0239637,(02)23032451,,,,8:00-17:00,Y,N,Y,Y,Y,N,,飲水機
467,室內,青年公園愛心園地,萬華區,水源路199號,121.5061271,25.02565497,(02)23032451,,,,24小時,N,N,Y,Y,Y,N,,直飲台
468,室內,和平青草園閱覽室,萬華區,西園路一段與艋舺大道交叉口,121.4971956,25.032489,(02)23032451,,,,8:00-17:00,Y,Y,Y,Y,Y,N,閱覽室,直飲台
469,室內,糖業文化展示館,萬華區,大理街132之10號,121.4945,25.0334,(02)23067975,,,,每週二–週日，10:00-17:00,N,Y,Y,N,Y,N,古蹟/展覽空間,每週一休館
470,室內,西門紅樓,萬華區,成都路10號,121.50686,25.04207,(02)23119380,,,,"週二-週四，11:00-20:00
週五、週日，11:00-21:00
週六，11:00-22:00",Y,Y,Y,Y,Y,N,古蹟文史,每週一休館
471,室內,臺北市電影主題公園Urban Showcase,萬華區,康定路19號,121.50313,25.044618,(02)23119380,67,,(02)23123717,每週一–週日，10:00-22:00,N,N,Y,N,Y,N,塗鴉青少年街頭藝術,全年開放
472,室內,剝皮寮歷史街區  遊客諮詢中心,萬華區,康定路173巷33號展間,121.5026,25.037023,(02)23023199,,,,每週二–週日，09:00-18:00,N,Y,Y,Y,Y,N,展覽空間,每週一休館
473,室內,文獻館  常設展廳,萬華區,中華路一段174-1號,121.50668,25.04046,(02)23115355,,,,每週二–週日，10:00-17:00,N,Y,Y,N,Y,N,展覽空間,每週一休館
474,室內,西門商場,萬華區,成都路10巷33號,121.50609,25.04181,(02)23312647,,,,10:30-2:00,N,N,Y,N,N,N,,
475,室內,西寧市場,萬華區,西寧南路4號,121.50713,25.04831,(02)23618316,,,,"1樓：
5:40-20:00
地下1樓：
4:00-12:00",N,Y,Y,N,Y,N,,
476,室內,河濱一商場,萬華區,環河南路一段2號至272號,121.50531,25.04885,(02)23319161,,,,9:30-19:00,N,N,Y,N,N,N,,
477,室內,河濱二商場,萬華區,環河南路一段286號至340號,121.49975,25.04116,(02)23612266,,,,8:30-19:30,N,N,N,N,N,N,,
478,室內,直興市場,萬華區,康定路172巷1號,121.50186,25.03958,(02)23817021,,,,8:00-15:00,N,N,Y,Y,N,N,,
479,室內,新富市場,萬華區,三水街70號,121.50158,25.03611,(02)23081558,,,,8:00-15:00,N,N,N,N,N,N,,
480,室內,龍山商場,萬華區,和平西路三段120號,121.50022,25.03513,(02)23369877,,,,"1樓：
10:30-19:00
2樓至3樓：
10:00-22:00",Y,Y,Y,Y,N,Y,,
481,室內,環南市場,萬華區,環河南路二段245號,121.49035,25.02874,(02)23051160,,,,2:00-12:00,Y,Y,Y,Y,Y,N,,
482,室內,龍山寺地下街,萬華區,西園路一段145號,121.5003039,25.03629554,(02)23065988,,,,11:00-21:00,N,Y,Y,N,N,N,,
483,室內,萬華區行政中心,萬華區,和平西路三段120號10～11樓,121.499812,25.035011,(02)23064468,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
484,室內,圖書館龍山分館,萬華區,桂林路65巷6號,121.5025322,25.03869,(02)23311497,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
485,室內,圖書館西園分館,萬華區,興寧街6號3-6樓,121.5018422,25.03244097,(02)23069046,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
486,室內,圖書館萬華分館,萬華區,東園街19號5-7樓,121.4957959,25.02779024,(02)23391056,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
487,室內,太陽圖書館,萬華區,青年路65號,121.50452,25.02483,(02)23678734,,,,8:30-21:00,N,Y,N,Y,N,N,,
488,戶外,青年社會住宅1區公共空間,萬華區,青年路188號,121.504,25.01995,(02)25925116,,,,24小時,N,N,N,N,N,N,,
489,戶外,莒光社會住宅公共空間,萬華區,萬大路22號,121.5,25.03195,(02)25925116,,,,24小時,N,N,N,N,N,N,,
490,戶外,福星社會住宅公共空間,萬華區,開封街二段39號,121.5065,25.04701,(02)25925116,,,,24小時,N,N,N,N,N,N,,
491,室內,萬華運動中心,萬華區,西寧南路6-1號,121.507142,25.047498,(02)23759900,,,,6:00-22:00,Y,Y,Y,Y,Y,N,,
492,室內,臺北市青年公園運動休閒園區,萬華區,水源路199號,121.506975,25.022082,(02)23053800,,,,6:00-22:00,Y,N,Y,Y,N,N,,
493,室內,西門町遊客中心,萬華區,漢中街45號,121.5075,25.04436,(02)23885255,,,,12:00-21:00,N,Y,Y,Y,Y,N,,
494,室內,柳鄉兒童圖書館,萬華區,環河南路2段102號4樓,121.4953813,25.03696172,(02)23080586,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,週一、國定假日、每月第一個星期四為休館日
