hotel_name,min_price,biz_area,city
香奈爾汽車旅館 (新莊店),13800.0,新北市新莊廟街商圈,NewTaipei
月圓汽車旅館,1380.0,新北市板橋區府中商圈,NewTaipei
新八里汽車旅館,3440.0,新北市八里區左岸觀光商圈,NewTaipei
金莎旗艦汽車旅館,6980.0,新北市三峽民權老街商圈,NewTaipei
莫瑞納海灣會館,6500.0,新北市雙溪低碳商圈,NewTaipei
雅緹汽車旅館,5900.0,新北市新莊廟街商圈,NewTaipei
美芙精品旅館,3980.0,新北市板橋區新板商圈,NewTaipei
Q汽車旅館,5500.0,新北市板橋區府中商圈,NewTaipei
海灣假日酒店,8000.0,新北市深坑商圈,NewTaipei
艾蔓精緻旅館-土城館,4300.0,新北市板橋區府中商圈,NewTaipei
薇城精緻旅店,1380.0,新北市三重碧華布街商圈,NewTaipei
唯愛汽車旅館,4980.0,新北市中和華新街商圈,NewTaipei
美麗殿精品汽車旅館,8888.0,新北市板橋區新板商圈,NewTaipei
慕朵微風時尚休閒汽車旅館,3280.0,新北市板橋區府中商圈,NewTaipei
挪威森林頂級汽車旅館,20000.0,新北市板橋區府中商圈,NewTaipei
貝爾頌精緻汽車旅館,2900.0,新北市板橋區府中商圈,NewTaipei
金湧泉溫泉會館,6200.0,新北市金山商圈,NewTaipei
悅池精品旅館,3980.0,新北市板橋區新板商圈,NewTaipei
台北龍山旅社,4600.0,新北市中和華新街商圈,NewTaipei
曲水會館,8140.0,新北市三峽民權老街商圈,NewTaipei
有馬溫泉MOTEL,2580.0,新北市板橋區府中商圈,NewTaipei
芬多精加香汽車旅館,3580.0,新北市深坑商圈,NewTaipei
慾望精緻汽車旅館,10000.0,新北市深坑商圈,NewTaipei
挪威森林精品SPA汽車旅館,20000.0,新北市中和華新街商圈,NewTaipei
雪?花園汽車旅館,1580.0,新北市板橋區府中商圈,NewTaipei
富悅渡假休閒旅館,7000.0,新北市淡水區商圈,NewTaipei
金國旅社,900.0,新北市三重碧華布街商圈,NewTaipei
九閣商旅,6000.0,新北市中和華新街商圈,NewTaipei
福容大飯店 台北二館,6050.0,新北市深坑商圈,NewTaipei
翰品酒店,5800.0,新北市新莊廟街商圈,NewTaipei
歐悅精品汽車旅館-林口館,15800.0,新北市林口建成商圈,NewTaipei
白宮行館,12000.0,新北市萬里商圈,NewTaipei
金湯溫泉會館,3420.0,新北市金山商圈,NewTaipei
府中棧精品商旅,5500.0,新北市板橋區新板商圈,NewTaipei
美麗海精品汽車旅館,11180.0,新北市蘆洲區商圈,NewTaipei
遠東金山海灣溫泉HOTEL,5200.0,新北市金山商圈,NewTaipei
矽谷溫泉會館,3000.0,新北市中和華新街商圈,NewTaipei
成旅晶贊飯店台北蘆洲,7200.0,新北市蘆洲區商圈,NewTaipei
集璦飯店,10000.0,新北市板橋區新板商圈,NewTaipei
台北集賢商旅,6000.0,新北市蘆洲區商圈,NewTaipei
藍色水岸海景旅店,8000.0,新北市淡水區商圈,NewTaipei
承億文旅 淡水吹風,6000.0,新北市淡水區商圈,NewTaipei
沃客商旅-正義館,14800.0,新北市三重碧華布街商圈,NewTaipei
歐朋侖旅店,2500.0,新北市淡水區商圈,NewTaipei
清翼居旅店,7000.0,新北市板橋區府中商圈,NewTaipei
美麗心精品汽車旅館,1280.0,新北市新莊廟街商圈,NewTaipei
富士大飯店,13200.0,新北市深坑商圈,NewTaipei
雅歌會館,5000.0,新北市淡水區商圈,NewTaipei
薆悅酒店野柳渡假館二館,9680.0,新北市萬里商圈,NewTaipei
悅客商務飯店,6000.0,新北市板橋區江子翠商圈,NewTaipei
探索汽車旅館中和館,3580.0,新北市板橋區新板商圈,NewTaipei
薆悅酒店野柳渡假館一館,14080.0,新北市萬里商圈,NewTaipei
美麗殿商旅,3600.0,新北市板橋區新板商圈,NewTaipei
清翼居旅店海洋館,6500.0,新北市板橋區府中商圈,NewTaipei
葛瑞絲商旅,4800.0,新北市中和華新街商圈,NewTaipei
SINGLEINN 單人房-台北館,2800.0,新北市板橋區新板商圈,NewTaipei
麗京棧酒店,6600.0,新北市新莊廟街商圈,NewTaipei
熊旅溫泉飯店,9000.0,新北市三峽民權老街商圈,NewTaipei
白金花園酒店,6000.0,新北市中和華新街商圈,NewTaipei
紅浮浮逸旅館,1680.0,新北市永和中興街韓國商圈,NewTaipei
黑熊好眠站,20000.0,新北市板橋區府中商圈,NewTaipei
幸福讚精品飯店,3990.0,新北市新莊廟街商圈,NewTaipei
板橋王旅館,2500.0,新北市板橋區府中商圈,NewTaipei
台北輕旅複合式旅店,780.0,新北市板橋區府中商圈,NewTaipei
樂頤飯店,5600.0,新北市蘆洲區商圈,NewTaipei
歐遊國際連鎖精品旅館,6600.0,新北市新莊廟街商圈,NewTaipei
晶贊都會旅店台北永和,4200.0,新北市永和中興街韓國商圈,NewTaipei
富信大飯店,5000.0,新北市深坑商圈,NewTaipei
蘊泉庄(鴻寬),22800.0,新北市淡水區商圈,NewTaipei
睡台北複合式旅店,15000.0,新北市板橋區府中商圈,NewTaipei
TS MOTEL（鼎帥?泉汽車旅館),5000.0,新北市金山商圈,NewTaipei
台北旅人國際青年旅館,3800.0,新北市淡水區商圈,NewTaipei
慶城商旅 Urbanone Hotel,4980.0,新北市三重碧華布街商圈,NewTaipei
大埔硫磺溫泉商務旅?,2980.0,新北市金山商圈,NewTaipei
趣淘漫旅-台北 Hotel Cham Cham Taipei,10000.0,新北市板橋區府中商圈,NewTaipei
丹鳳大旅館,3800.0,新北市新莊廟街商圈,NewTaipei
少爺時尚旅館,4800.0,新北市石碇觀光商圈,NewTaipei
品川商旅,18000.0,新北市板橋區府中商圈,NewTaipei
富裕自由旅店正義館,20000.0,新北市永和中興街韓國商圈,NewTaipei
亞昕福朋喜來登酒店,18000.0,新北市林口建成商圈,NewTaipei
驛德世紀酒店,5200.0,新北市新莊廟街商圈,NewTaipei
台北新板希爾頓酒店,4500.0,新北市板橋區新板商圈,NewTaipei
三重江月行館,6000.0,新北市板橋區江子翠商圈,NewTaipei
雀客快捷,22000.0,新北市淡水區商圈,NewTaipei
捷絲旅台北三重館,7700.0,新北市三重碧華布街商圈,NewTaipei
雀客旅館新北蘆洲,7600.0,新北市蘆洲區商圈,NewTaipei
將捷金鬱金香酒店,10560.0,新北市淡水區商圈,NewTaipei
私客創旅,2560.0,新北市鶯歌區陶瓷藝術商圈,NewTaipei
帝景飯店,7650.0,新北市中和華新街商圈,NewTaipei
傑仕堡有氧酒店,9900.0,新北市板橋區新板商圈,NewTaipei
東暘旅店,16800.0,新北市鶯歌區陶瓷藝術商圈,NewTaipei
淡水淶滬文旅,7000.0,新北市淡水區商圈,NewTaipei
雀客藏居新北三重水漾,25080.0,新北市蘆洲區商圈,NewTaipei
富碧酒店公寓,18800.0,新北市林口建成商圈,NewTaipei
新北新莊凱悅嘉軒酒店,8800.0,新北市新莊廟街商圈,NewTaipei
新北林口爵怡溫德姆酒店,11800.0,新北市林口建成商圈,NewTaipei
新城九八精緻旅館,4680.0,新北市蘆洲區商圈,NewTaipei
陽明山家新休閒君鈺會館,12800.0,新北市金山商圈,NewTaipei
