StationName,StationId,ObsTime,Lat,Lon,District,City,DistrictCode,CityCode,UVIndex
國三N002K,CAB050,2025-05-31T19:00:00+08:00,25.14583,121.7217,中山區,基隆市,10017050,10017,3
國三S004K,CAB030,2025-05-31T19:00:00+08:00,25.11444,121.6886,七堵區,基隆市,10017020,10017,11
國三S007K,CAB040,2025-05-31T19:00:00+08:00,25.09694,121.6678,七堵區,基隆市,10017020,10017,2
國三S010K,CAA030,2025-05-31T19:00:00+08:00,25.08,121.6475,汐止區,新北市,65000110,65000,2
國三S016K,CAA040,2025-05-31T19:00:00+08:00,25.03306,121.6158,南港區,臺北市,63000090,63000,11
國三S037K,CAA050,2025-05-31T19:00:00+08:00,24.982361,121.471042,土城區,新北市,65000130,65000,11
國三S042K,CAA060,2025-05-31T19:00:00+08:00,24.96,121.4306,土城區,新北市,65000130,65000,1
國三N046K,CAA070,2025-05-31T19:00:00+08:00,24.95083,121.3958,樹林區,新北市,65000070,65000,11
國一N039K,CAA990,2025-05-31T19:00:00+08:00,25.064433,121.381972,泰山區,新北市,65000160,65000,0
國一高架N063K,CAC760,2025-05-31T19:00:00+08:00,24.950281,121.196314,平鎮區,桃園市,68000100,68000,1
國三N072K,CAC770,2025-05-31T19:00:00+08:00,24.836391,121.199371,龍潭區,桃園市,68000090,68000,5
國五S005K,CAAD60,2025-05-31T19:00:00+08:00,24.996414,121.651931,石碇區,新北市,65000190,65000,0
國五S006K,CAAD70,2025-05-31T19:00:00+08:00,24.989964,121.656972,石碇區,新北市,65000190,65000,4
國五N008K,CAAD80,2025-05-31T19:00:00+08:00,24.982411,121.668089,石碇區,新北市,65000190,65000,3
國五N013K,CAAD90,2025-05-31T19:00:00+08:00,24.947603,121.705508,坪林區,新北市,65000200,65000,5
國三S054K,CAA080,2025-05-31T19:00:00+08:00,24.93917,121.3239,鶯歌區,新北市,65000080,65000,9
國三N063K,CAC030,2025-05-31T19:00:00+08:00,24.889514,121.2636,大溪區,桃園市,68000030,68000,7
國一S001K,CAB010,2025-05-31T19:00:00+08:00,25.11583,121.7286,安樂區,基隆市,10017060,10017,9
國一S006K,CAB020,2025-05-31T19:00:00+08:00,25.08694,121.6869,七堵區,基隆市,10017020,10017,5
國一N013K,CAA010,2025-05-31T19:00:00+08:00,25.066739,121.628153,汐止區,新北市,65000110,65000,10
國一S026K,CAA020,2025-05-31T19:00:00+08:00,25.07639,121.4964,三重區,新北市,65000020,65000,8
國一S072K,CAC010,2025-05-31T19:00:00+08:00,24.89583,121.1342,楊梅區,桃園市,68000040,68000,10
西濱S023K,CAC050,2025-05-31T19:00:00+08:00,25.11649,121.27551,蘆竹區,桃園市,68000050,68000,5
西濱S032K,CAC060,2025-05-31T19:00:00+08:00,25.091966,121.192505,大園區,桃園市,68000060,68000,3
